message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post2509189	0.59	Crisipo de Soli	Castellano, Méjico	L1	post2508945	Muria	Egipto, árabe	L2
post2495076	0.75	Jacoba	España español	L1	post2494644	Yume_Kisst	>.> Normandia	L2
post2497885	0.71	Jacoba	España español	L1	post2497207	Sidjanga	German;southern tendencies	L2
post2489415	0.73	ieracub	Chile/Español	L1	post2489406	Nong	Thai, Thailand	L2
post2461666	0.68	Domtom	español, català	L1	post2461363	Pando	Finland: Swedish, Finnish, English	L2
post2451107	0.76	chics	Catalan - Spanish	L1	post2450744	Nirshamay	Israel-Hebreo	L2
post2425667	0.7	Crisipo de Soli	Castellano, Méjico	L1	post2425174	loladamore	English UK	L2
post2427852	0.64	Juana la Loca	Español -  España	L1	post2427789	sigjak	Noruego/Norwegian	L2
post2340519	0.74	Crisipo de Soli	Castellano, Méjico	L1	post2339501	zahret el zenbak	Árabe	L2
post2413706	0.74	xOoeL	Español - España	L1	post2413620	alumnisimo	english usa	L2
post2415494	0.64	ampurdan	Català & español (Spain)	L1	post2414791	Crisipo de Soli	Castellano, Méjico	L1
post2405021	0.66	belemin	Español- España	L1	post2404931	Julia83	Bulgaria	L2
post2392278	0.68	SpiceMan	Castellano, Argentina	L1	post2392145	muycuriosa	German, Germany	L2
post2389972	0.71	chics	Catalan - Spanish	L1	post2389782	josepbadalona	France/français	L2
post2387096	0.66	Avié	España, español.	L1	post2386780	susantash	Español de Uruguay	L1
post2348137	0.74	elbeto	Spanish	L1	post2348044	super charles	Puerto Rico Español	L1
post2344538	0.66	Pandorga	Español-España	L1	post2344415	Bocha	castellano	L1
post2349112	0.75	magdala	Española (Madrileña)	L1	post2349015	cargadadedudas	España	L1
post2338495	0.74	Surinam del Nord	Español - España	L1	post2338034	Minty111	English and Ireland	L2
post2311482	0.65	Surinam del Nord	Español - España	L1	post2311201	Crisipo de Soli	Castellano, Méjico	L1
post2278261	0.53	xOoeL	Español - España	L1	post2278182	Sidjanga	German;southern tendencies	L2
post2316811	0.68	Domtom	español, català	L1	post2315548	smarthodas	arabic_egypt	L2
post2299337	0.67	SpiceMan	Castellano, Argentina	L1	post2299296	robjh22	U.S.A. & English	L2
post2301019	0.66	Anitta	Spain, Spanish	L1	post2300966	Nong	Thai, Thailand	L2
post2308264	0.65	THE PIRATE	Arg/UK - English/Spanish	L1	post2308108	Willia	Spanish (Ecuador)	L1
post2291117	0.71	lazarus1907	Spanish, Spain	L1	post2291058	Frompki	Peru - Spanish	L1
post2298995	0.74	criptexblanco	Perú, Español	L1	post2298971	artanna	Mexico- Spanish	L1
post2288960	0.74	yuggoth	Spain.Castellano.Catalán.	L1	post2288321	i heart queso	English, Canada	L2
post2285059	0.68	asm	Mexico, Spanish	L1	post2284769	sigjak	Noruego/Norwegian	L2
post2279607	0.74	faranji	portuñol	L2	post2279574	Crisipo de Soli	Castellano, Méjico	L1
post2264428	0.72	SpiceMan	Castellano, Argentina	L1	post2263268	bea707	spanish	L1
post2273629	0.7	Talant	Spanish-ES	L1	post2273573	Pitt	German	L2
post2275625	0.67	ROSANGELUS	Español	L1	post2275355	Nirshamay	Israel-Hebreo	L2
post2272408	0.6	Domtom	español, català	L1	post2272278	smarthodas	arabic_egypt	L2
post2261018	0.5	Crisipo de Soli	Castellano, Méjico	L1	post2260656	smarthodas	arabic_egypt	L2
post2266535	0.58	Ana_Fi	Spain - Spanish	L1	post2266496	smarthodas	arabic_egypt	L2
post2261366	0.5	Domtom	español, català	L1	post2261153	Julia83	Bulgaria	L2
post2257620	0.65	belén	Spanish, Spain, Catalan, Mallorca	L1	post2257530	zahret el zenbak	Árabe	L2
post2254116	0.57	MAITECITA	Chile, español	L1	post2253982	Pziko	Mexico-Spanish	L1
post1317750	0.67	elcampet	Mexico/spanish	L1	post1317609	Roberto Yoxtaltépetl	México, español.	L1
post2235733	0.53	Bocha	castellano	L1	post2235590	smarthodas	arabic_egypt	L2
post2227494	0.78	Argónida	Español-Andalucía	L1	post2227478	Julia83	Bulgaria	L2
post2226291	0.66	lazarus1907	Spanish, Spain	L1	post2226270	eola	Spain (català, español)	L1
post2219555	0.73	aleCcowaN	Castellano - Argentina	L1	post2219442	ryba	polski	L2
post2204433	0.74	femmejolie	Spanish (Spain)	L1	post2204409	helping out	Argentina	L2
post2186191	0.61	Hatilaus	Español	L1	post2186024	smarthodas	arabic_egypt	L2
post2171584	0.7	sunce	Español, España	L1	post2171225	natasha2000	Serbian	L2
post2176795	0.69	Crisipo de Soli	Castellano, Méjico	L1	post2174457	CABARET	spanish México	L1
post2167690	0.79	Luis Albornoz	Castellano - Argentina	L1	post2167303	oro flamenco	Flandes / neerlandés	L2
post2168016	0.81	maraba	Spain	L2	post2167962	magnitofon11	Estonia Russian	L2
post2165335	0.62	Jigoku no Tenshi	Venezuela-Castellano	L1	post2165144	SOS VOS	ITALIAN ITALY	L2
post2162686	0.75	Mate	Castellano - Argentina	L1	post2162588	Dimitris	Greek-Greece	L2
post2153608	0.68	Talant	Spanish-ES	L1	post2153494	Agu	Polish, Poland	L2
post2157920	0.69	aleCcowaN	Castellano - Argentina	L1	post2157694	Sidjanga	German;southern tendencies	L2
post13201	0.74	Rayines	Castellano/Argentina	L1	post13183	sharie	Spain Spanish	L1
post2141875	0.76	Dudu678	Español (España)	L1	post2141003	oskarito	Sueco - Suecia	L2
post2117435	0.59	Argónida	Español-Andalucía	L1	post2117341	sara_gdleon	Español, México	L1
post2131084	0.78	Crisipo de Soli	Castellano, Méjico	L1	post2129251	magnitofon11	Estonia Russian	L2
post2129819	0.64	Bocha	castellano	L1	post2129727	Salmantina	Het Brabantsche land, the Netherlands	L2
post2121421	0.76	Crisipo de Soli	Castellano, Méjico	L1	post2121214	Sikundr	Inglés estadounidense	L2
post2120868	0.64	femmejolie	Spanish (Spain)	L1	post2120776	ziu	English UK	L2
post2121838	0.74	JOSE FERNANDEZ ORTIZ	español	L1	post2121785	oro flamenco	Flandes / neerlandés	L2
post2114431	0.73	josepbadalona	France/français	L2	post2114415	Crisipo de Soli	Castellano, Méjico	L1
post2115096	0.85	Jellby	Spanish (Spain)	L1	post2114845	princesa azteca	Spanish, Mexico	L1
post2112297	0.76	ampurdan	Català & español (Spain)	L1	post2111250	karolus	Peruvian	L2
post2103049	0.66	Vladislav	Russian,Spanish	L1	post2101364	smarthodas	arabic_egypt	L2
post2070900	0.73	Argónida	Español-Andalucía	L1	post2070510	Rodrigue	Turkey / Turkish	L2
post2084539	0.76	aleCcowaN	Castellano - Argentina	L1	post2084398	natasha2000	Serbian	L2
post2079981	0.75	aleCcowaN	Castellano - Argentina	L1	post2079892	RADIRO	Spanish	L1
post2053287	0.69	sabrinita85	Italian	L2	post2052856	smarthodas	arabic_egypt	L2
post1942780	0.79	Crisipo de Soli	Castellano, Méjico	L1	post1942353	Lucia Adamoli	Español (Argentina), Português (Brasil)	L1
post2052309	0.72	shoam	spanish argentina	L1	post2052215	smarthodas	arabic_egypt	L2
post2049474	0.73	ampurdan	Català & español (Spain)	L1	post2049411	luyansan	Spanish	L1
post2032050	0.64	mirx	Español	L1	post2027244	susantash	Español de Uruguay	L1
post2031218	0.6	femmejolie	Spanish (Spain)	L1	post2031114	Sandra123	English, USA	L2
post2024289	0.71	ampurdan	Català & español (Spain)	L1	post2024152	SOS VOS	ITALIAN ITALY	L2
post2025064	0.78	femmejolie	Spanish (Spain)	L1	post2024699	Paulo13	Português (Brasil)	L2
post2016994	0.77	femmejolie	Spanish (Spain)	L1	post2016989	solysombra	Argentina (Castellano)	L1
post1978108	0.7	aleCcowaN	Castellano - Argentina	L1	post1977995	pejeman	Español	L1
post1402332	0.6	Summer_rose	Español/España	L1	post1402285	Mckay	Español-España	L1
post1999865	0.67	Bocha	castellano	L1	post1999791	képi	English, USA	L2
post1992224	0.52	Bocha	castellano	L1	post1991977	drvargas43	spanish	L1
post1969413	0.74	sunce	Español, España	L1	post1968225	Argónida	Español-Andalucía	L1
post1944658	0.72	Rayines	Castellano/Argentina	L1	post1944481	DonManuel_CH	German / Switzerland	L2
post1964087	0.72	Casusa	Español - Bolivia	L1	post1963973	oro flamenco	Flandes / neerlandés	L2
post1959175	0.65	aleCcowaN	Castellano - Argentina	L1	post1958849	weronika	Poland	L2
post1961306	0.68	März	Spanish	L1	post1961177	Estudiante de Periodismo	Inglés, Estadounidense	L2
post1950962	0.79	Lucia Adamoli	Español (Argentina), Português (Brasil)	L1	post1950844	JOSE FERNANDEZ ORTIZ	español	L1
post1941639	0.67	jazyk	Brazílie, portugalština	L2	post1941599	Marcius Sanctus	Brazil	L2
post1937682	0.59	Jellby	Spanish (Spain)	L1	post1937478	Cezanne	Brasuca Portuguese	L2
post1927265	0.8	Casusa	Español - Bolivia	L1	post1927190	oro flamenco	Flandes / neerlandés	L2
post1931987	0.8	Agua07	Spain, spanish	L1	post1931834	oro flamenco	Flandes / neerlandés	L2
post1928250	0.7	megane_wang	Spanish / Catalan	L1	post1927728	smileytranslator	English, UK	L2
post1926802	0.61	aleCcowaN	Castellano - Argentina	L1	post1926023	femmejolie	Spanish (Spain)	L1
post1914067	0.74	volky	Spanish/English	L1	post1914028	quesuerte	Oxford English UK	L2
post1909712	0.72	SpiceMan	Castellano, Argentina	L1	post1909638	iksnew	Cuba-Rusia/Espanol-Ruso	L1
post1883974	0.67	megane_wang	Spanish / Catalan	L1	post1882485	irmayeh	Mandrin, Taiwan	L2
post1779705	0.75	itxaro	UK English	L2	post1779603	Mate	Castellano - Argentina	L1
post1899030	0.68	tigger_uhuhu	spanish-mx ct	L1	post1899019	smarthodas	arabic_egypt	L2
post1892802	0.69	Antpax	Spanish    Spain	L1	post1892723	oro flamenco	Flandes / neerlandés	L2
post1887046	0.71	Marco A	Spain Spanish	L1	post1886972	lucia2	English - USA	L2
post1886154	0.76	Bocha	castellano	L1	post1885972	gdawgydawg109	English-United States	L2
post1867968	0.66	Bocha	castellano	L1	post1867593	colochosuar	spanish	L1
post1742770	0.76	Mr Jones	Spanish	L1	post1742722	Singwings	English - Carolina del Norte, EE. UU.	L2
post1853960	0.77	UR INNER VOICE	Español Bolivia	L1	post1853830	oro flamenco	Flandes / neerlandés	L2
post1855906	0.69	BETOREYES	Colombia Español	L1	post1852917	Gittan	Spanish - Rioplatense Swedish - Sweden	L1
post1856087	0.7	Lorena*m	Spanish (Spain)	L1	post1855950	noali	Israel, Hebrew	L2
post1854350	0.78	marcoszorrilla	Español - España	L1	post1854334	suzette*	spain italian	L2
post1847966	0.8	ena 63	Español Madrid	L1	post1847801	oro flamenco	Flandes / neerlandés	L2
post1801152	0.7	Brenduchis	Spanish, Mexico city	L1	post1801114	Bazhena	Russian, Russian Federation	L2
post1845639	0.64	SpiceMan	Castellano, Argentina	L1	post1845557	Antonio Gutiérrez	México - Español	L1
post1833671	0.67	chics	Catalan - Spanish	L1	post1832984	Agu	Polish, Poland	L2
post1784519	0.75	ordequin	Castellano/ España	L1	post1784044	natasha2000	Serbian	L2
post1806401	0.75	Vivero	Spanish, Spain	L1	post1805140	poitri	spanish	L1
post1793356	0.63	Maruja14	Español - España (Madrid)	L1	post1793145	oro flamenco	Flandes / neerlandés	L2
post1793505	0.69	Maruja14	Español - España (Madrid)	L1	post1793390	los_setenta	Romanian, Romania	L2
post1788942	0.52	lazarus1907	Spanish, Spain	L1	post1788912	ksequen	Guatemala, Spanish	L1
post1788428	0.6	Surinam del Nord	Español - España	L1	post1788353	Honeypum	Spanish	L1
post1784594	0.79	ordequin	Castellano/ España	L1	post1784473	Aserolf	Español - México	L1
post1723297	0.64	Jigoku no Tenshi	Venezuela-Castellano	L1	post1684324	solysombra	Argentina (Castellano)	L1
post1761350	0.8	gvergara	Español	L1	post1760976	amikama	עברית	L2
post1753302	0.79	oriental	Spanish-R.O.Uruguay	L1	post1753132	Brazilian Girl	Portuguese Brazil	L2
post1747548	0.71	Juana la Loca	Español -  España	L1	post1746062	sew-in	turkey,turkish	L2
post1743404	0.76	Mr Jones	Spanish	L1	post1743178	oro flamenco	Flandes / neerlandés	L2
post1690783	0.73	indigoio	español	L1	post1690380	oro flamenco	Flandes / neerlandés	L2
post1737227	0.73	marcoszorrilla	Español - España	L1	post1737120	Nirshamay	Israel-Hebreo	L2
post1734684	0.78	María Madrid	Spanish Spain	L1	post1734650	Mr Jones	Spanish	L1
post1733751	0.64	esmeralda_23	Catala	L2	post1733610	Sidjanga	German;southern tendencies	L2
post1721428	0.75	Julián Martínez	español-España	L1	post1721380	solysombra	Argentina (Castellano)	L1
post1684008	0.76	marcoszorrilla	Español - España	L1	post1683950	Sidjanga	German;southern tendencies	L2
post1706307	0.76	Sidjanga	German;southern tendencies	L2	post1705840	CARL-CARIBE	Español-Costa Rica	L1
post1702632	0.82	BETOREYES	Colombia Español	L1	post1701956	erdant	Castellano - Argentina	L1
post1686458	0.7	Julkio	Spanish from Spain (Madrid)	L1	post1686031	kampmann-peine	German/Germany	L2
post1693610	0.67	Rayines	Castellano/Argentina	L1	post1693065	transparente	Spanish/Argentina	L1
post1682545	0.74	Alicky	Argentina- Español	L1	post1681540	Porculio	Bulgaria Bulgarian Spanish	L1
post1676605	0.7	Antpax	Spanish    Spain	L1	post1676284	oro flamenco	Flandes / neerlandés	L2
post1663632	0.66	eolia	Spanish - Mexico	L1	post1663492	Naira	Español, Spain.	L1
post1606778	0.73	Eride	España (Español)	L1	post1606645	mechence	bulgarian, Bulgaria	L2
post1656164	0.84	oriental	Spanish-R.O.Uruguay	L1	post1656063	oro flamenco	Flandes / neerlandés	L2
post1644742	0.73	oriental	Spanish-R.O.Uruguay	L1	post1644650	drei_lengua	English, United States	L2
post1080351	0.71	gjuan6	español	L1	post1080015	Pitt	German	L2
post1630488	0.74	Antpax	Spanish    Spain	L1	post1630422	oro flamenco	Flandes / neerlandés	L2
post1636654	0.74	Antpax	Spanish    Spain	L1	post1636547	oro flamenco	Flandes / neerlandés	L2
post1622354	0.8	magdala	Española (Madrileña)	L1	post1621336	CARL-CARIBE	Español-Costa Rica	L1
post1617187	0.74	mixtli	Spanish	L1	post1617057	Miguelillo 87	México español	L1
post1624311	0.72	Talant	Spanish-ES	L1	post1614724	Patricia12	Spanish. Spain	L1
post1624282	0.71	Talant	Spanish-ES	L1	post1612194	mojdeh	Persa-Iran	L2
post1620663	0.73	Ixtlixochitl	Mexico-Español	L1	post1618735	Beldonado	Sueco, Suecia	L2
post1615851	0.78	lmoff	Spanish - Argentina	L1	post1615797	lmoff	Spanish - Argentina	L1
post1103157	0.71	Rayines	Castellano/Argentina	L1	post1102904	Like an Angel	Argentina - Spanish	L1
post1576953	0.8	Jasonismo	English; USA	L2	post1576686	Jtolj	USA English	L2
post1598594	0.63	marcoszorrilla	Español - España	L1	post1598570	oro flamenco	Flandes / neerlandés	L2
post1319815	0.68	solysombra	Argentina (Castellano)	L1	post1319636	BETOREYES	Colombia Español	L1
post1595612	0.7	Rayines	Castellano/Argentina	L1	post1595553	carpe	España	L1
post1590930	0.75	marcoszorrilla	Español - España	L1	post1590897	carpe	España	L1
post1564836	0.73	Jellby	Spanish (Spain)	L1	post1564671	oro flamenco	Flandes / neerlandés	L2
post1564770	0.82	aleCcowaN	Castellano - Argentina	L1	post1564101	yserien	Spanish	L1
post1549024	0.74	ampurdan	Català & español (Spain)	L1	post1548670	aleCcowaN	Castellano - Argentina	L1
post1553165	0.78	Talant	Spanish-ES	L1	post1553024	jioas	Spanish	L1
post1533632	0.82	embi	Spanish	L1	post1533585	Naira	Español, Spain.	L1
post1540322	0.84	Rayines	Castellano/Argentina	L1	post1540245	Nyon	Español - España	L1
post1533290	0.73	papagainho	Spanish	L1	post1532666	ace02nc	English - United States	L2
post1522211	0.79	Cecilio	Spanish, Valencian/Catalan	L1	post1522138	María José Hooft	Spanish Argentina	L1
post1518231	0.71	Talant	Spanish-ES	L1	post1518155	mamie	FRENCH  SPANISH	L1
post1513671	0.68	Naira	Español, Spain.	L1	post1512981	solysombra	Argentina (Castellano)	L1
post1501482	0.69	Fernando	Spain, Spanish	L1	post1501462	Morgancin	España-Español	L1
post1475272	0.72	belano75	Spanish - Spain	L1	post1475228	pacadansc	English	L2
post1477391	0.68	ieracub	Chile/Español	L1	post1477214	amikama	עברית	L2
post1451060	0.83	SpiceMan	Castellano, Argentina	L1	post1450521	silvisu81	Spain	L2
post1403359	0.79	lazarus1907	Spanish, Spain	L1	post1403288	Miguelillo 87	México español	L1
post1447443	0.7	Talant	Spanish-ES	L1	post1447365	krisby	Spain-Spanish	L1
post1376270	0.79	ieracub	Chile/Español	L1	post1376121	Naira	Español, Spain.	L1
post1431801	0.74	indigoio	español	L1	post1431597	fabbio	italian - italy	L2
post1432268	0.69	Dux Corvan	Spanish, Spain	L1	post1432082	pejeman	Español	L1
post1319662	0.73	Cecilio	Spanish, Valencian/Catalan	L1	post1319620	Sammo	English	L2
post1420746	0.65	lazarus1907	Spanish, Spain	L1	post1420662	Vanest	Ecuadorian Spanish - Canadian English	L1
post1406672	0.75	Víctor Pérez	Español peninsular Français	L1	post1405419	solysombra	Argentina (Castellano)	L1
post1411527	0.65	oriental	Spanish-R.O.Uruguay	L1	post1410389	solysombra	Argentina (Castellano)	L1
post1391696	0.69	indigoio	español	L1	post1391095	SpiceMan	Castellano, Argentina	L1
post1385561	0.76	pdro	español	L1	post1385438	tirengarfio	España - Español o Castellano	L1
post1384090	0.7	aleCcowaN	Castellano - Argentina	L1	post1383861	octegui	México/Español	L1
post1358830	0.76	Miguelillo 87	México español	L1	post1358017	verenah	Dutch Belgium	L2
post1381096	0.67	Luis Albornoz	Castellano - Argentina	L1	post1381052	Repent	Spanish	L1
post1373808	0.8	pdro	español	L1	post1373689	Sidjanga	German;southern tendencies	L2
post1373646	0.73	aleCcowaN	Castellano - Argentina	L1	post1373350	Naira	Español, Spain.	L1
post1370652	0.73	rocioteag	Español / México	L1	post1370511	CitoyenDuMonde	English & USA	L2
post1369284	0.59	Surinam del Nord	Español - España	L1	post1369002	Mckay	Español-España	L1
post1340088	0.67	Rayines	Castellano/Argentina	L1	post1339988	Sidjanga	German;southern tendencies	L2
post1351162	0.75	Antpax	Spanish    Spain	L1	post1350979	solysombra	Argentina (Castellano)	L1
post1357634	0.69	Cecilio	Spanish, Valencian/Catalan	L1	post1357505	sabrinita85	Italian	L2
post1352811	0.68	belén	Spanish, Spain, Catalan, Mallorca	L1	post1352431	Magmod	England English	L2
post1343609	0.72	aleCcowaN	Castellano - Argentina	L1	post1343460	tvdxer	Minnesota, U.S.A. - English	L2
post1341856	0.67	Learning	Spanish	L1	post1341846	urszula	polish	L2
post1272351	0.81	Rayines	Castellano/Argentina	L1	post1272322	lazarus1907	Spanish, Spain	L1
post1331351	0.78	Cecilio	Spanish, Valencian/Catalan	L1	post1331307	aleCcowaN	Castellano - Argentina	L1
post1330673	0.54	ILT	México - Español/Castellano	L1	post1330630	solysombra	Argentina (Castellano)	L1
post1311981	0.75	aleCcowaN	Castellano - Argentina	L1	post1311919	Like an Angel	Argentina - Spanish	L1
post1313890	0.76	Yyrkoon	Castellano-España	L1	post1313808	Ediroa	Spanish Spain	L1
post1310782	0.65	Cecilio	Spanish, Valencian/Catalan	L1	post1310660	lazarus1907	Spanish, Spain	L1
post1300387	0.8	BETOREYES	Colombia Español	L1	post1300112	maruhcc	español	L1
post1297927	0.74	Jellby	Spanish (Spain)	L1	post1297067	Kymoon	Spanish Puerto Rico	L1
post1282950	0.69	lazarus1907	Spanish, Spain	L1	post1282868	replicante7	español Cuba	L1
post1278719	0.79	Rayines	Castellano/Argentina	L1	post1278594	Rayines	Castellano/Argentina	L1
post5452528	0.74	Pinairun	Castellano	L1	post5452403	ToñoTorreón	Español de México	L1
post1253609	0.75	aleCcowaN	Castellano - Argentina	L1	post1253588	Eugin	Argentina (Spanish)	L1
post1251470	0.76	aleCcowaN	Castellano - Argentina	L1	post1251349	Sidjanga	German;southern tendencies	L2
post1243056	0.72	Grekh	Spanish, Mexico	L1	post1243031	rudi	English	L2
post1224213	0.65	tigger_uhuhu	spanish-mx ct	L1	post1224034	solysombra	Argentina (Castellano)	L1
post1226319	0.72	aleCcowaN	Castellano - Argentina	L1	post1226056	Roberto Yoxtaltépetl	México, español.	L1
post1222045	0.77	aleCcowaN	Castellano - Argentina	L1	post1222034	Learning	Spanish	L1
post1220796	0.81	aleCcowaN	Castellano - Argentina	L1	post1220759	Hiro Sasaki	Japan, Japanese	L2
post1215592	0.75	tatius	Spanish (Spain) - French	L1	post1215288	roxiedoxie	Spanish/English-Puerto Rico	L1
