message_id	ttr	speaker	lang	ltype
post13605275	0.82	SAIP0	Latvian	L2
post13605404	0.82	snarkhunter	French - France	L1
post13605416	0.73	Logospreference-1	français	L1
post13606101	0.81	Nanon	français (France)	L1
post13606416	0.79	SAIP0	Latvian	L2
post13617470	0.75	SAIP0	Latvian	L2
post13601621	0.7	Logospreference-1	français	L1
post13601682	0.73	littlepond	Hindi	L2
post13615894	0.79	SAIP0	Latvian	L2
post13615679	0.79	Pajapatak	serbe / Serbian	L2
post13615547	0.82	SAIP0	Latvian	L2
post13615408	0.76	SAIP0	Latvian	L2
post13612475	0.68	Logospreference-1	français	L1
post13613184	0.8	Logospreference-1	français	L1
post13613898	0.84	SAIP0	Latvian	L2
post13614859	0.76	Comtois	Français	L1
post13614920	0.8	SAIP0	Latvian	L2
post13614984	0.69	Comtois	Français	L1
post13613912	0.84	SAIP0	Latvian	L2
post13613868	0.84	SAIP0	Latvian	L2
post13613935	0.84	SAIP0	Latvian	L2
post13605069	0.74	Nanon	français (France)	L1
post13613727	0.78	KaRiNe_Fr	Français, French - France	L1
post13611145	0.72	Comtois	Français	L1
post13611308	0.66	tomaraya	korean	L2
post2100686	0.78	Nouchka	French (France)	L1
post3466962	0.7	wsxxsw	Italy - Italian	L2
post3467509	0.74	Piotr Ivanovitch	France	L1
post3468487	0.74	wsxxsw	Italy - Italian	L2
post13598721	0.77	Logospreference-1	français	L1
post13600488	0.85	KaRiNe_Fr	Français, French - France	L1
post13604524	0.79	Gemmenita	Azéri	L2
post13604679	0.77	Logospreference-1	français	L1
post13608897	0.74	SAIP0	Latvian	L2
post13608392	0.76	tomaraya	korean	L2
post13605457	0.77	Jeanne75	French - France	L1
post13605792	0.7	nodnol	English UK	L2
post13607707	0.72	pointvirgule	langue française	L1
post13608119	0.67	Logospreference-1	français	L1
post13564717	0.73	Hyrome	français	L1
post13598599	0.73	Gemmenita	Azéri	L2
post13599148	0.76	Logospreference-1	français	L1
post13604588	0.74	Gemmenita	Azéri	L2
post13605033	0.81	Dunes	français (France)	L1
post13604072	0.65	SAIP0	Latvian	L2
post13602895	0.81	SAIP0	Latvian	L2
post13602975	0.78	Comtois	Français	L1
post13602775	0.79	SAIP0	Latvian	L2
post13596242	0.77	Pierre Simon	English	L2
post13602278	0.8	Logospreference-1	français	L1
post13601544	0.76	littlepond	Hindi	L2
post13561727	0.73	Comtois	Français	L1
post7790379	0.58	xmarabout	French - Belgium	L1
post7794918	0.65	tilt	French French	L1
post13598941	0.79	SAIP0	Latvian	L2
post13594300	0.73	marsprin	Korean	L2
post13596927	0.78	Logospreference-1	français	L1
post13595367	0.8	SAIP0	Latvian	L2
post13595357	0.75	SAIP0	Latvian	L2
post13595252	0.68	Comtois	Français	L1
post13595410	0.71	marsprin	Korean	L2
post13592837	0.82	Chimène	Spanish, Spain	L2
post13592037	0.74	sebastien.chc	Mandarin	L2
post13593792	0.71	Logospreference-1	français	L1
post13590532	0.76	Chimène	Spanish, Spain	L2
post13576390	0.75	simenon	italien	L2
post13580701	0.75	Logospreference-1	français	L1
post13590540	0.81	Logospreference-1	français	L1
post13584360	0.66	Logospreference-1	français	L1
post13591474	0.77	arundhati	French - France	L1
post13590468	0.77	Chimène	Spanish, Spain	L2
post13589543	0.84	lillan	Sweden, Swedish	L2
post13588626	0.64	IMANAKBARI	Persan	L2
post13584866	0.76	Logospreference-1	français	L1
post13585701	0.76	Logospreference-1	français	L1
post13585061	0.61	Comtois	Français	L1
post13541156	0.62	calame	French	L1
post13580477	0.78	Logospreference-1	français	L1
post13583403	0.8	Gemmenita	Azéri	L2
post13583739	0.72	Logospreference-1	français	L1
post13581734	0.69	nastenka	Russian	L2
post13582064	0.73	Logospreference-1	français	L1
post13582632	0.72	Logospreference-1	français	L1
post13581546	0.72	Logospreference-1	français	L1
post13578049	0.75	Gévy	Français France	L1
post13580441	0.7	gingischan	Hebrew	L2
post13579566	0.59	IMANAKBARI	Persan	L2
post13577740	0.92	Lly4n4	Français (France)	L1
post13575673	0.75	anisometropie	français	L1
post13576617	0.76	anisometropie	français	L1
post13576721	0.42	Logospreference-1	français	L1
post13574032	0.71	Logospreference-1	français	L1
post13574172	0.68	Logospreference-1	français	L1
post13575240	0.76	Comtois	Français	L1
post13567899	0.7	Gemmenita	Azéri	L2
post13569939	0.66	Logospreference-1	français	L1
post13570498	0.75	Comtois	Français	L1
post13568180	0.66	Gemmenita	Azéri	L2
post13569232	0.81	fsm*	English - US	L2
post13563211	0.82	Logospreference-1	français	L1
post13566039	0.85	Logospreference-1	français	L1
post13568410	0.77	Logospreference-1	français	L1
post13567430	0.77	Logospreference-1	français	L1
post5325644	0.78	janpol	France - français	L1
post13566333	0.81	Nicomon	Français, Québec ♀	L1
post13312673	0.68	Comtois	Français	L1
post13312711	0.77	newg	(France)-ais	L1
post13564102	0.69	Comtois	Français	L1
post13565769	0.7	Comtois	Français	L1
post13561041	0.71	Deslandes	Portuguese - Portugal	L2
post13561368	0.6	Logospreference-1	français	L1
post13562690	0.8	Comtois	Français	L1
post13557227	0.79	Gemmenita	Azéri	L2
post8552686	0.78	Me-K	french	L1
post13564328	0.83	le Grand Soir	Anglais, dialecte de San Francisco	L1
post13560111	0.82	DOBRA	Español castellano	L2
post13559561	0.75	kokomal	japanese	L2
post13559887	0.7	Comtois	Français	L1
post13559454	0.73	albyz	italiano	L2
post13546728	0.78	broglet	English - England	L2
post13558171	0.72	OLN	French - France,  ♀	L1
post13534954	0.78	Comtois	Français	L1
post13539027	0.67	Comtois	Français	L1
post13543195	0.71	Comtois	Français	L1
post13554893	0.8	elisezhou	chinois	L2
post13555686	0.79	Comtois	Français	L1
post13556648	0.65	Ella_Ella	Romanian	L2
post13537403	0.62	Maître Capello	French – Switzerland	L1
post13552252	0.77	Logospreference-1	français	L1
post13552113	0.76	Comtois	Français	L1
post13551200	0.76	kokomal	japanese	L2
post13551671	0.63	Gemmenita	Azéri	L2
post13548683	0.85	Chimène	Spanish, Spain	L2
post13546062	0.58	Comtois	Français	L1
post13546662	0.59	Lly4n4	Français (France)	L1
post13548374	0.64	Comtois	Français	L1
post13548576	0.8	Nicomon	Français, Québec ♀	L1
post13548609	0.78	Comtois	Français	L1
post13550140	0.83	Patatoou	Français	L1
post13541801	0.68	CapnPrep	AmE	L2
post13538726	0.75	tomaraya	korean	L2
post13540617	0.61	simenon	italien	L2
post13541107	0.73	zaby	French	L1
post13539017	0.69	agatheanders	italian	L2
post13539932	0.78	CapnPrep	AmE	L2
post13537902	0.73	snarkhunter	French - France	L1
post11629303	0.83	DearPrudence	French (lower Normandy)	L1
post13535528	0.62	Gemmenita	Azéri	L2
post13527230	0.74	SAIP0	Latvian	L2
post13531504	0.82	Comtois	Français	L1
post7200701	0.78	Nicomon	Français, Québec ♀	L1
post3552529	0.64	Piotr Ivanovitch	France	L1
post13529887	0.65	Lacuzon	French - France	L1
post13529453	0.82	Nicomon	Français, Québec ♀	L1
post13525124	0.77	LV4-26	France French	L1
post13525810	0.76	SAIP0	Latvian	L2
post2731402	0.8	Nanon	français (France)	L1
post2732284	0.67	itka	français	L1
post2735090	0.72	itka	français	L1
post2739242	0.68	Nanon	français (France)	L1
post7666526	0.72	Chimel	Français	L1
post13525478	0.55	geostan	English Canada	L2
post13523388	0.64	OLN	French - France,  ♀	L1
post13521734	0.79	Nihon_Melody	French	L1
post11051576	0.75	paunkiel	Sérère, Wolof, Spanish, French & Engli	L1
post13521282	0.61	alphoger	French	L1
post13470103	0.78	giuseppegg	Italian	L2
post13470240	0.76	Comtois	Français	L1
post13519149	0.72	cpt frakas	French	L1
post13519307	0.85	Comtois	Français	L1
post13520262	0.71	Nicomon	Français, Québec ♀	L1
post13520648	0.84	matoupaschat	Français (Belgique)	L1
post13518975	0.78	Hav	Castellano, Chile	L2
post13513076	0.72	Gemmenita	Azéri	L2
post13513199	0.77	littlepond	Hindi	L2
post13509068	0.74	Comtois	Français	L1
post13511248	0.82	Comtois	Français	L1
post13513823	0.64	Maître Capello	French – Switzerland	L1
post13517388	0.76	Gemmenita	Azéri	L2
post13513288	0.5	LV4-26	France French	L1
post13516099	0.76	TTBB	Français	L1
post13516649	0.7	J.F. de TROYES	francais-France	L1
post13516662	0.75	TTBB	Français	L1
post13516675	0.7	OLN	French - France,  ♀	L1
post13516695	0.82	TTBB	Français	L1
post13516730	0.72	OLN	French - France,  ♀	L1
post13516747	0.76	TTBB	Français	L1
post13513372	0.75	tomaraya	korean	L2
post13513407	0.61	Comtois	Français	L1
post8148385	0.69	tilt	French French	L1
post8157449	0.7	Chimel	Français	L1
post13512469	0.76	tomaraya	korean	L2
post13512739	0.64	Marie3933	français	L1
post2084328	0.7	acrital	france	L1
post13510601	0.78	petitm	japanese	L2
post13507645	0.75	danielc	French-Canada	L1
post10215295	0.81	Mnemosyne	American English	L2
post10215395	0.72	Lacuzon	French - France	L1
post10218633	0.72	Maître Capello	French – Switzerland	L1
post13508066	0.81	Nanon	français (France)	L1
post13506447	0.85	giuseppegg	Italian	L2
post13506586	0.69	Comtois	Français	L1
post13504681	0.73	Marie3933	français	L1
post13506968	0.66	Comtois	Français	L1
post13502873	0.78	Nanon	français (France)	L1
post13504529	0.73	simenon	italien	L2
post13504600	0.69	Marie3933	français	L1
post13502686	0.82	Emma_B.	Croata	L2
post13502746	0.76	philosi	Polish	L2
post13502836	0.82	Nanon	français (France)	L1
post13501302	0.74	Maître Capello	French – Switzerland	L1
post13501150	0.79	snarkhunter	French - France	L1
post13484627	0.77	sesame_fr	chinese	L2
post13493260	0.73	Comtois	Français	L1
post13497563	0.59	azkar	basque, spanish	L2
post13497654	0.59	Comtois	Français	L1
post13497838	0.8	azkar	basque, spanish	L2
post13498394	0.56	Maître Capello	French – Switzerland	L1
post13498346	0.73	Marie3933	français	L1
post13499069	0.76	Gemmenita	Azéri	L2
post13499516	0.7	Nanon	français (France)	L1
post13498798	0.69	Comtois	Français	L1
post13495354	0.79	simenon	italien	L2
post12889340	0.72	atcheque	français (France)	L1
post13491128	0.81	giuseppegg	Italian	L2
post13491190	0.78	giuseppegg	Italian	L2
post13494577	0.76	giuseppegg	Italian	L2
post13494921	0.75	giuseppegg	Italian	L2
post13494927	0.79	giuseppegg	Italian	L2
post13495024	0.7	Lly4n4	Français (France)	L1
post13478348	0.53	Ibn Nacer	French - France	L1
post13478428	0.72	snarkhunter	French - France	L1
post13493123	0.83	simenon	italien	L2
post13493126	0.7	Comtois	Français	L1
post13493224	0.8	Marie3933	français	L1
post13491276	0.71	LV4-26	France French	L1
post13490849	0.67	IMANAKBARI	Persan	L2
post13491137	0.82	pointvirgule	langue française	L1
post13490789	0.77	perle830	chinois	L2
post13488483	0.69	Nanon	français (France)	L1
post13490684	0.75	nauszikaá	hungarian	L2
post13489597	0.77	giuseppegg	Italian	L2
post13489920	0.72	Comtois	Français	L1
post13490192	0.75	giuseppegg	Italian	L2
post13485961	0.71	Comtois	Français	L1
post13487922	0.73	lingpil	German & Russian	L2
post7518964	0.71	Eloy1988	España/español	L2
post7521476	0.82	tilt	French French	L1
post13487545	0.7	Gemmenita	Azéri	L2
post13487822	0.69	jprr	french - France	L1
post13487868	0.8	Comtois	Français	L1
post13488032	0.67	giuseppegg	Italian	L2
post13488040	0.82	Yendred	Français - France	L1
post13484909	0.86	Lly4n4	Français (France)	L1
post2319626	0.7	nopal	french of FRANCE	L1
post13481828	0.74	meddora	Spanish	L2
post13482189	0.78	LV4-26	France French	L1
post13482293	0.78	snarkhunter	French - France	L1
post13482304	0.84	Comtois	Français	L1
post13484868	0.64	janpol	France - français	L1
post13482214	0.6	Marie3933	français	L1
post13483497	0.81	Comtois	Français	L1
post13482467	0.6	Gemmenita	Azéri	L2
post13478107	0.78	Gemmenita	Azéri	L2
post13479413	0.67	Gemmenita	Azéri	L2
post13479579	0.79	Comtois	Français	L1
post5546545	0.66	Fred_C	Français	L1
post5546598	0.75	jprr	french - France	L1
post5547868	0.73	jprr	french - France	L1
post5552534	0.79	Fred_C	Français	L1
post5552592	0.79	Ploupinet	Français/France	L1
post13478948	0.81	snarkhunter	French - France	L1
post13479918	0.68	Comtois	Français	L1
post13478236	0.71	Maximillien	Français - France	L1
post13475897	0.69	LV4-26	France French	L1
post13477681	0.81	Nate385	Français	L1
post13476476	0.77	snarkhunter	French - France	L1
post13475811	0.67	Gigote	Switzerland, French	L1
post13474252	0.73	Marie3933	français	L1
post13473961	0.8	vocabulaire	French	L1
post13474022	0.7	Comtois	Français	L1
post13474099	0.74	Comtois	Français	L1
post13474146	0.74	Comtois	Français	L1
post13474181	0.72	vocabulaire	French	L1
post13474330	0.75	Comtois	Français	L1
post13473327	0.77	Comtois	Français	L1
post13471301	0.81	Marie3933	français	L1
post13473113	0.79	OLIVIER783	Mandarin Chinese	L2
post12898410	0.77	Michelvar	French from France	L1
post13471685	0.78	Michelvar	French from France	L1
post13468579	0.86	rustypolymath	English - American	L2
post13470106	0.8	simenon	italien	L2
post13465928	0.78	DearPrudence	French (lower Normandy)	L1
post13467118	0.73	Mélancolie	Français	L1
post13467267	0.75	giuseppegg	Italian	L2
post13467085	0.75	Mélancolie	Français	L1
post13466403	0.76	SAIP0	Latvian	L2
post13428011	0.75	le_cochon_rose	Polski	L2
post13428659	0.78	le_cochon_rose	Polski	L2
post13448083	0.84	le_cochon_rose	Polski	L2
post13464263	0.78	Mélancolie	Français	L1
post13461903	0.81	giuseppegg	Italian	L2
post13459618	0.79	DearPrudence	French (lower Normandy)	L1
post13458196	0.83	Fama Fernandes	Portugais - Brésil	L2
post13458157	0.66	EntreNousFilsDePasteur	Français	L1
post13280681	0.8	snarkhunter	French - France	L1
post3515210	0.57	Orientale	Vietnam	L2
post3522556	0.71	Japman	Québec, Français	L1
post7281981	0.79	beri	France	L1
post7292198	0.66	Chimel	Français	L1
post12641454	0.67	snarkhunter	French - France	L1
post12642379	0.76	CapnPrep	AmE	L2
post13455423	0.73	reineblanc	Korean	L2
post13454541	0.8	Comtois	Français	L1
post13431460	0.69	Gemmenita	Azéri	L2
post13452175	0.74	giuseppegg	Italian	L2
post13452517	0.78	CapnPrep	AmE	L2
post13447337	0.55	giorgio.scc	Spanish	L2
post13449993	0.31	Maître Capello	French – Switzerland	L1
post13449421	0.85	Marivaudacieux	Italiano	L2
post13449469	0.8	snarkhunter	French - France	L1
post13451314	0.83	Comtois	Français	L1
post13450716	0.88	giuseppegg	Italian	L2
post13450774	0.65	Maître Capello	French – Switzerland	L1
post13450829	0.79	giuseppegg	Italian	L2
post13450517	0.63	Yendred	Français - France	L1
post13448713	0.78	giuseppegg	Italian	L2
post13449995	0.82	giuseppegg	Italian	L2
post13450273	0.79	Nanon	français (France)	L1
post13450344	0.84	giuseppegg	Italian	L2
post13450383	0.76	Nanon	français (France)	L1
post13450422	0.79	giuseppegg	Italian	L2
post13450185	0.78	simenon	italien	L2
post13449674	0.62	VanOo	Français - France	L1
post13444222	0.77	jamesh625	English - Australia	L2
post13444732	0.78	jamesh625	English - Australia	L2
post13444130	0.75	Yendred	Français - France	L1
post13443043	0.71	Gemmenita	Azéri	L2
post13442746	0.78	simenon	italien	L2
post13442888	0.82	Comtois	Français	L1
post6573638	0.55	Schrodinger's_Cat	American English	L2
post6575161	0.63	Flizia	French - France	L1
post7012135	0.82	JiPiJou	French	L1
post13436130	0.8	DearPrudence	French (lower Normandy)	L1
post13438865	0.77	Comtois	Français	L1
post13439446	0.74	Comtois	Français	L1
post13439748	0.68	IMANAKBARI	Persan	L2
post13438667	0.75	MadRunner	Ukrainian - Russian	L2
post13439275	0.8	simenon	italien	L2
post13439232	0.73	giuseppegg	Italian	L2
post13439369	0.75	janpol	France - français	L1
post13432634	0.83	simenon	italien	L2
post13433593	0.76	simenon	italien	L2
post13436464	0.8	giuseppegg	Italian	L2
post13439009	0.76	simenon	italien	L2
post13435393	0.66	DearPrudence	French (lower Normandy)	L1
post13435006	0.79	littlepond	Hindi	L2
post13435070	0.76	Michelvar	French from France	L1
post13431924	0.81	Mr Swann	French - France	L1
post13435094	0.71	Michelvar	French from France	L1
post13434532	0.74	simenon	italien	L2
post13433238	0.81	agatheanders	italian	L2
post13433469	0.81	OLN	French - France,  ♀	L1
post13157210	0.7	carocome	French	L1
post13431964	0.84	Mr Swann	French - France	L1
post13423568	0.73	OLN	French - France,  ♀	L1
post13423678	0.71	Destilleuls	french	L1
post13426563	0.75	OLN	French - France,  ♀	L1
post13428785	0.85	Maître Capello	French – Switzerland	L1
post2587763	0.74	CapnPrep	AmE	L2
post4518121	0.79	Cilquiestsuens	French	L1
post10178704	0.77	Chimel	Français	L1
post13425463	0.8	simenon	italien	L2
post13423186	0.76	Destilleuls	french	L1
post13422183	0.76	Nanon	français (France)	L1
post13423289	0.69	reineblanc	Korean	L2
post13420982	0.69	simenon	italien	L2
post13423021	0.75	giuseppegg	Italian	L2
post13419323	0.77	ignotus88	Poland, polish	L2
post13419613	0.78	Destilleuls	french	L1
post13417955	0.7	Gemmenita	Azéri	L2
post13418359	0.67	VanOo	Français - France	L1
post13419702	0.72	Gemmenita	Azéri	L2
post13417608	0.77	giuseppegg	Italian	L2
post13418807	0.79	giuseppegg	Italian	L2
post13418959	0.77	giuseppegg	Italian	L2
post13419079	0.61	giuseppegg	Italian	L2
post13419598	0.67	Maître Capello	French – Switzerland	L1
post13418944	0.74	simenon	italien	L2
post13415612	0.69	Destilleuls	french	L1
post13418772	0.69	Marie3933	français	L1
post13417334	0.6	hermioneduchemin	FRENCH	L1
post13416416	0.75	giuseppegg	Italian	L2
post13415970	0.74	giuseppegg	Italian	L2
post13416001	0.8	giuseppegg	Italian	L2
post13415591	0.7	Destilleuls	french	L1
post13413643	0.74	Marie3933	français	L1
post13414138	0.79	Gemmenita	Azéri	L2
post13410759	0.77	simenon	italien	L2
post11463660	0.78	DearPrudence	French (lower Normandy)	L1
post11474282	0.68	JeanDeSponde	France, Français	L1
post11474448	0.68	Maître Capello	French – Switzerland	L1
post13409034	0.83	Pierre Simon	English	L2
post13409572	0.64	JeanDeSponde	France, Français	L1
post13411174	0.65	CapnPrep	AmE	L2
post13412274	0.61	JeanDeSponde	France, Français	L1
post13411916	0.6	IMANAKBARI	Persan	L2
post13411371	0.74	VanOo	Français - France	L1
post11572035	0.83	mickmac51	La Rochelle, France. French.	L1
post13407711	0.66	littlepond	Hindi	L2
post13407908	0.78	Gemmenita	Azéri	L2
post13410300	0.71	paulvial	english	L2
post13410948	0.67	Maître Capello	French – Switzerland	L1
post13411395	0.71	VanOo	Français - France	L1
post13407507	0.78	Gemmenita	Azéri	L2
post13410228	0.72	Comtois	Français	L1
post13409845	0.67	Marie3933	français	L1
post13406183	0.77	friasc	English-Spanish	L2
post13406238	0.79	Comtois	Français	L1
post13405860	0.75	IMANAKBARI	Persan	L2
