message_id	ttr	speaker	lang	ltype
post7175522	0.69	Chimel	Français	L1
post7176484	0.74	Chimel	Français	L1
post7179065	0.72	Chimel	Français	L1
post7180337	0.75	tilt	French French	L1
post7180511	0.74	Aoyama	français Clodoaldien	L1
post7180560	0.73	Nicomon	Français, Québec ♀	L1
post7181149	0.81	tilt	French French	L1
post7181268	0.8	Aoyama	français Clodoaldien	L1
post7181322	0.7	Maître Capello	French – Switzerland	L1
post7181386	0.79	Chimel	Français	L1
post7181979	0.72	tilt	French French	L1
post7182209	0.76	Nicomon	Français, Québec ♀	L1
post7183134	0.82	tilt	French French	L1
post7183930	0.72	Chimel	Français	L1
post7184542	0.65	geostan	English Canada	L2
post7185101	0.83	Nicomon	Français, Québec ♀	L1
post7185819	0.77	acemach	Malaysia - English & Mandarin	L2
post7187001	0.8	Nicomon	Français, Québec ♀	L1
post7241073	0.76	Chimel	Français	L1
post7241144	0.76	Chimel	Français	L1
post7880620	0.76	Nicomon	Français, Québec ♀	L1
post7880675	0.77	Aoyama	français Clodoaldien	L1
post7880874	0.82	Aoyama	français Clodoaldien	L1
post7882149	0.69	Nicomon	Français, Québec ♀	L1
post16538703	0.71	Kecha	French (France)	L1
post16538133	0.82	Denisska	Russian	L2
post16534903	0.78	Jeki	Serbian	L2
post16592760	0.73	gingischan	Hebrew	L2
post16534297	0.72	simenon	italien	L2
post16590792	0.68	gingischan	Hebrew	L2
post16535704	0.67	janpol	France - français	L1
post16534288	0.58	OLN	French - France,  ♀	L1
post16534470	0.69	Reynald	Français - France	L1
post16526684	0.84	Gemmenita	Azéri	L2
post16532648	0.59	Apiana	French - France	L1
post16531995	0.75	chinoisautodidacte	chinois	L2
post16531799	0.77	fecunditatis	Chinese	L2
post16531864	0.32	Maître Capello	French – Switzerland	L1
post7854344	0.72	Punky Zoé	France - français	L1
post16526038	0.7	patrick_l	English - United States	L2
post5128370	0.67	Esquimaude	Français - Québec	L1
post16524856	0.7	Linguiste12	Tchèque-slovaque	L2
post16526868	0.62	Maître Capello	French – Switzerland	L1
post16521829	0.63	Maître Capello	French – Switzerland	L1
post609015	0.64	Whodunit	Deutschland ~ Deutsch/Sächsisch	L2
post609348	0.78	Cintia&Martine	Français	L1
post2146286	0.73	konungursvia	Canada (English)	L2
post2148087	0.67	CABEZOTA	french	L1
post4303676	0.67	tilt	French French	L1
post6964601	0.75	timofei	French	L1
post7403121	0.69	tilt	French French	L1
post7404138	0.82	Chimel	Français	L1
post7405404	0.67	tilt	French French	L1
post7406285	0.82	Chimel	Français	L1
post9125470	0.83	CapnPrep	AmE	L2
post9128318	0.87	Maître Capello	French – Switzerland	L1
post9132338	0.73	putakli	French - France	L1
post11881940	0.79	LV4-26	France French	L1
post11885159	0.7	Frenchrescue	French	L1
post11886081	0.77	LV4-26	France French	L1
post14269529	0.78	Donkeydude40	English - UK	L2
post15760916	0.75	Xigua	English - British	L2
post15762840	0.67	Maître Capello	French – Switzerland	L1
post16518724	0.69	Logospreference-1	français	L1
post16519902	0.71	chinoisautodidacte	chinois	L2
post16519921	0.65	Logospreference-1	français	L1
post16519747	0.68	OLN	French - France,  ♀	L1
post6002969	0.7	janpol	France - français	L1
post16512820	0.61	Logospreference-1	français	L1
post16510209	0.77	annie21	chinese	L2
post11741265	0.69	Letempsdescerises	Español	L2
post16514820	0.69	frenglishguy	Korean	L2
post14763612	0.62	Patatos	Français	L1
post16514276	0.54	OLN	French - France,  ♀	L1
post16509541	0.69	mr0205	Russian - Russia	L2
post16509597	0.71	olivier68	French Paris France	L1
post16511766	0.73	olivier68	French Paris France	L1
post16511847	0.71	Maître Capello	French – Switzerland	L1
post16512314	0.67	Logospreference-1	français	L1
post16513984	0.75	olivier68	French Paris France	L1
post16499882	0.78	volo	français	L1
post16512671	0.74	frenglishguy	Korean	L2
post16512787	0.71	Maître Capello	French – Switzerland	L1
post16510215	0.81	Logospreference-1	français	L1
post5941415	0.8	Nicomon	Français, Québec ♀	L1
post12681326	0.75	Maître Capello	French – Switzerland	L1
post12682402	0.76	lamy08	French	L1
post12682852	0.74	JeanDeSponde	France, Français	L1
post16508785	0.55	akramrezaei	perse iran	L2
post16505804	0.78	totor	Castellano rioplatense	L2
post16504717	0.53	OLN	French - France,  ♀	L1
post16316496	0.72	Logospreference-1	français	L1
post16317441	0.69	Logospreference-1	français	L1
post16317601	0.8	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16506855	0.69	Logospreference-1	français	L1
post16508212	0.73	Logospreference-1	français	L1
post16506224	0.72	Nicomon	Français, Québec ♀	L1
post16507120	0.82	Nicomon	Français, Québec ♀	L1
post16506718	0.8	J.F. de TROYES	francais-France	L1
post16505738	0.75	Logospreference-1	français	L1
post16504739	0.7	OLN	French - France,  ♀	L1
post16505598	0.73	Maître Capello	French – Switzerland	L1
post16500697	0.72	SergueiL	Français	L1
post16499130	0.66	Nino83	Italian	L2
post16120727	0.85	meliss	Ukrainian, Russian	L2
post16475498	0.74	Nanon	français (France)	L1
post16498214	0.71	volo	français	L1
post16481521	0.71	Maïté73	French	L1
post16496367	0.76	Logospreference-1	français	L1
post16495208	0.73	busanaise	Korean - Korea	L2
post16495412	0.78	Monicaallred	Portuguese - Brazil	L2
post16495416	0.69	DearPrudence	French (lower Normandy)	L1
post16493219	0.8	busanaise	Korean - Korea	L2
post16493857	0.71	volo	français	L1
post16494522	0.78	Robinehood	français-France	L1
post16491991	0.72	Anemona61	Serbian, Serbia	L2
post16492713	0.72	simenon	italien	L2
post16492769	0.72	simenon	italien	L2
post16492953	0.76	Logospreference-1	français	L1
post16542613	0.78	chinoisautodidacte	chinois	L2
post16544438	0.83	Maître Capello	French – Switzerland	L1
post16544826	0.77	Maître Capello	French – Switzerland	L1
post16491079	0.76	simenon	italien	L2
post16491519	0.77	simenon	italien	L2
post16491919	0.78	Logospreference-1	français	L1
post16491031	0.64	gingischan	Hebrew	L2
post16488824	0.69	chinoisautodidacte	chinois	L2
post16486868	0.75	stanzavuota	Italy, Italian	L2
post16487889	0.83	busanaise	Korean - Korea	L2
post16487912	0.8	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16456406	0.74	Bezoard	French - France	L1
post16456721	0.69	Hemza	French, Mor/Hijz Arabic (heritage)	L1
post16416747	0.72	danielc	French-Canada	L1
post16417326	0.53	OLN	French - France,  ♀	L1
post16425552	0.78	danielc	French-Canada	L1
post16483568	0.69	ruanfBR	Portuguese - Brazil	L2
post16483655	0.69	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16482963	0.71	saboten	japonais	L2
post16483111	0.51	Maître Capello	French – Switzerland	L1
post16481590	0.79	simenon	italien	L2
post16482210	0.74	simenon	italien	L2
post16482569	0.72	Nanon	français (France)	L1
post16468779	0.71	Logospreference-1	français	L1
post16469368	0.59	Logospreference-1	français	L1
post16482759	0.8	Nicomon	Français, Québec ♀	L1
post16480332	0.79	Nicomon	Français, Québec ♀	L1
post16479482	0.73	Logospreference-1	français	L1
post16481087	0.8	simenon	italien	L2
post16479320	0.68	Logospreference-1	français	L1
post3444057	0.7	tilt	French French	L1
post3455413	0.76	tilt	French French	L1
post3455978	0.81	Maître Capello	French – Switzerland	L1
post4681669	0.77	Fred_C	Français	L1
post5802307	0.71	Boileau419	Français	L1
post13804080	0.66	Boileau419	Français	L1
post13963515	0.71	newg	(France)-ais	L1
post13963877	0.81	plantin	français	L1
post13966571	0.52	Logospreference-1	français	L1
post13966646	0.75	Chimel	Français	L1
post13969612	0.79	Chimel	Français	L1
post16475423	0.78	gingischan	Hebrew	L2
post16475477	0.72	nicduf	français	L1
post16475590	0.73	snarkhunter	French - France	L1
post16477437	0.78	Logospreference-1	français	L1
post16477697	0.72	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16475717	0.77	Monicaallred	Portuguese - Brazil	L2
post16475298	0.69	Mezian10	France French	L1
post16473393	0.81	chinoisautodidacte	chinois	L2
post16473405	0.77	chinoisautodidacte	chinois	L2
post16469871	0.69	tomaraya	korean	L2
post16470079	0.79	J.F. de TROYES	francais-France	L1
post16462645	0.76	simenon	italien	L2
post12151271	0.67	Mederic	French - France (Paris)	L1
post14837852	0.63	HerbertX	Deutsch	L2
post16472118	0.74	J.F. de TROYES	francais-France	L1
post16470784	0.75	simenon	italien	L2
post16465878	0.69	simenon	italien	L2
post16466408	0.47	simenon	italien	L2
post16466540	0.8	simenon	italien	L2
post16469230	0.61	Maître Capello	French – Switzerland	L1
post16469695	0.81	Maître Capello	French – Switzerland	L1
post16467229	0.82	Bezoard	French - France	L1
post16467531	0.72	Bezoard	French - France	L1
post16425401	0.62	J.F. de TROYES	francais-France	L1
post16467276	0.77	Bezoard	French - France	L1
post16467584	0.68	Bezoard	French - France	L1
post16467975	0.74	Maître Capello	French – Switzerland	L1
post16469106	0.62	Logospreference-1	français	L1
post16458189	0.71	chinoisautodidacte	chinois	L2
post16460730	0.79	SergueiL	Français	L1
post16461401	0.8	chinoisautodidacte	chinois	L2
post16466642	0.74	Nanon	français (France)	L1
post16465881	0.79	chiarel	Italian	L2
post3797118	0.67	Francois114	French - France	L1
post5326565	0.61	Pinairun	Castellano	L2
post5328797	0.71	neben	French	L1
post5329176	0.58	janpol	France - français	L1
post7108222	0.66	Chimel	Français	L1
post9210487	0.73	Francobritannocolombien	French - "transatlantic"	L1
post9214027	0.63	Francobritannocolombien	French - "transatlantic"	L1
post10687219	0.73	Opium	Français	L1
post12637653	0.81	Macunaíma	português, Brasil	L2
post13046484	0.77	CapnPrep	AmE	L2
post16463444	0.74	simenon	italien	L2
post16464649	0.82	SergueiL	Français	L1
post16465140	0.68	simenon	italien	L2
post16464450	0.71	chiarel	Italian	L2
post16463441	0.65	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16462460	0.79	chinoisautodidacte	chinois	L2
post16462541	0.78	chinoisautodidacte	chinois	L2
post16462134	0.71	frenglishguy	Korean	L2
post16462251	0.69	frenglishguy	Korean	L2
post16462514	0.67	Bezoard	French - France	L1
post16462608	0.76	Maître Capello	French – Switzerland	L1
post16460676	0.8	simenon	italien	L2
post16459298	0.73	gingischan	Hebrew	L2
post16460046	0.78	kategogogo	Japanese Mandrain bilingual	L2
post16459755	0.8	Robinehood	français-France	L1
post16461487	0.76	Bezoard	French - France	L1
post16460410	0.73	orpheekil	Korean-South Korea	L2
post11399113	0.66	Maître Capello	French – Switzerland	L1
post12896762	0.77	beri	France	L1
post12902208	0.81	Maître Capello	French – Switzerland	L1
post12947763	0.78	Anikam	français - France	L1
post12947842	0.71	Maître Capello	French – Switzerland	L1
post12947996	0.76	Anikam	français - France	L1
post12958367	0.78	Anikam	français - France	L1
post12958500	0.83	Maître Capello	French – Switzerland	L1
post16454702	0.78	jalousies	coreen	L2
post16453602	0.66	OLN	French - France,  ♀	L1
post16451362	0.78	Bezoard	French - France	L1
post16451492	0.8	Maître Capello	French – Switzerland	L1
post16451859	0.82	Bezoard	French - France	L1
post16453959	0.72	simenon	italien	L2
post16454189	0.76	simenon	italien	L2
post16454211	0.73	nicduf	français	L1
post16452606	0.79	simenon	italien	L2
post16453901	0.79	SergueiL	Français	L1
post16453941	0.82	simenon	italien	L2
post16451435	0.79	Nicomon	Français, Québec ♀	L1
post16451941	0.63	Logospreference-1	français	L1
post16452112	0.77	SergueiL	Français	L1
post7344157	0.7	geostan	English Canada	L2
post16302418	0.67	Logospreference-1	français	L1
post16305279	0.61	agnelo	French	L1
post16450738	0.75	Gabriel Aparta	Español - Venezuela	L2
post16448298	0.74	chinoisautodidacte	chinois	L2
post16449693	0.81	SergueiL	Français	L1
post16448060	0.77	Nicomon	Français, Québec ♀	L1
post10656297	0.66	IlEnAppert	Allemand	L2
post11633902	0.61	Fred_C	Français	L1
post16443344	0.74	Gabriel Aparta	Español - Venezuela	L2
post16448123	0.8	Nicomon	Français, Québec ♀	L1
post16447239	0.86	chinoisautodidacte	chinois	L2
post16446669	0.63	Logospreference-1	français	L1
post16446238	0.86	simenon	italien	L2
post16446253	0.85	simenon	italien	L2
post16444867	0.73	rouelle	Spanish Mexico	L2
post16444727	0.75	simenon	italien	L2
post8322280	0.72	Punky Zoé	France - français	L1
post10924184	0.68	pilou-pilou	francais	L1
post11442952	0.73	BlueFlame	中文(普通话、粤语)	L2
post11444848	0.62	LV4-26	France French	L1
post15408720	0.76	Chimel	Français	L1
post15515253	0.7	CapnPrep	AmE	L2
post16049319	0.73	agnelo	French	L1
post16443412	0.63	D118	English - Canada	L2
post16444770	0.74	simenon	italien	L2
post16445498	0.75	iuytr	french	L1
post16443903	0.77	chinoisautodidacte	chinois	L2
post16430097	0.8	J.F. de TROYES	francais-France	L1
post16442829	0.75	Hemza	French, Mor/Hijz Arabic (heritage)	L1
post9542076	0.68	janpol	France - français	L1
post9543097	0.74	Fred_C	Français	L1
post16442747	0.64	annie21	chinese	L2
post16437235	0.58	Logospreference-1	français	L1
post16441457	0.62	Logospreference-1	français	L1
post16439986	0.75	simenon	italien	L2
post16440370	0.63	simenon	italien	L2
post16440460	0.76	simenon	italien	L2
post16437958	0.81	jalousies	coreen	L2
post9196543	0.74	Dominiekske	Dutch - Netherlands	L2
post14189911	0.78	snarkhunter	French - France	L1
post16439710	0.63	Maître Capello	French – Switzerland	L1
post16439292	0.72	Maître Capello	French – Switzerland	L1
post16431316	0.51	OLN	French - France,  ♀	L1
post16433522	0.69	Maître Capello	French – Switzerland	L1
post16437160	0.72	jalousies	coreen	L2
post16437330	0.72	SergueiL	Français	L1
post16426694	0.78	iuytr	french	L1
post7707496	0.67	TitTornade	French - France	L1
post7709443	0.74	Viobi	Françoué (standard)	L1
post16433150	0.63	vanves	Dutch	L2
post16435124	0.85	simenon	italien	L2
post16435412	0.69	simenon	italien	L2
post16435212	0.74	OLN	French - France,  ♀	L1
post16434065	0.74	Chimel	Français	L1
post16434693	0.63	Logospreference-1	français	L1
post16433877	0.8	Paquita	français/France	L1
post16432280	0.41	Maître Capello	French – Switzerland	L1
post16431278	0.76	simenon	italien	L2
post16431801	0.79	simenon	italien	L2
post16430722	0.74	iuytr	french	L1
post16429359	0.77	simenon	italien	L2
post16427396	0.69	chinoisautodidacte	chinois	L2
post16427178	0.79	volo	français	L1
post935029	0.72	DearPrudence	French (lower Normandy)	L1
post935031	0.76	zaby	French	L1
post16426430	0.75	orlando09	English (England)	L2
post16422255	0.81	simenon	italien	L2
post16425200	0.78	simenon	italien	L2
post1791325	0.71	nbr	Brazil (Portuguese)	L2
post1799187	0.72	itka	français	L1
post1801094	0.6	Francois114	French - France	L1
post13723553	0.63	racethesun	English - U.S.	L2
post13723660	0.73	Logospreference-1	français	L1
post16417442	0.69	volo	français	L1
post16418519	0.73	simenon	italien	L2
post7494235	0.81	Xigua	English - British	L2
post7494606	0.75	J.F. de TROYES	francais-France	L1
post12733926	0.77	Zampaglione	Français	L1
post16418735	0.79	simenon	italien	L2
post16385692	0.8	chiarel	Italian	L2
post16413046	0.79	Nanon	français (France)	L1
post16399858	0.76	JClaudeK	Français France;       Deutsch (SW-Dtl.)	L1
post16400233	0.78	ArmadilloAbcd	Italian	L2
post16412872	0.65	Nanon	français (France)	L1
post16412207	0.78	simenon	italien	L2
post16409585	0.83	simenon	italien	L2
post16410265	0.8	Reynald	Français - France	L1
post16411271	0.79	iuytr	french	L1
post16412045	0.81	SergueiL	Français	L1
post16411528	0.43	Myrtille Extraordinaire	English - UK	L2
post16410096	0.79	chinoisautodidacte	chinois	L2
post16409281	0.79	simenon	italien	L2
post16409549	0.72	SergueiL	Français	L1
post16409192	0.81	simenon	italien	L2
post16409269	0.76	simenon	italien	L2
post16409504	0.7	SergueiL	Français	L1
post16408315	0.65	Patatos	Français	L1
post16389084	0.78	SergueiL	Français	L1
post16406061	0.7	Nanon	français (France)	L1
post13047613	0.68	Jeanne75	French - France	L1
post7673445	0.61	W. Chopin	Russe	L2
post7673990	0.67	janpol	France - français	L1
post7675419	0.63	Chimel	Français	L1
post16127062	0.66	Logospreference-1	français	L1
post16405799	0.62	Gemmenita	Azéri	L2
post16403884	0.84	simenon	italien	L2
post16402724	0.63	Lly4n4	Français (France)	L1
post16402730	0.66	LisigMalhouet	French - France	L1
post16402026	0.79	LisigMalhouet	French - France	L1
post16396188	0.76	Nanon	français (France)	L1
post16397204	0.79	Denis Gleye	francais de France	L1
post16398621	0.82	Nanon	français (France)	L1
post16398869	0.73	iuytr	french	L1
post16400905	0.7	Lly4n4	Français (France)	L1
post16401660	0.77	Nanon	français (France)	L1
post16399866	0.48	DearPrudence	French (lower Normandy)	L1
post15622669	0.79	Chimel	Français	L1
post16397562	0.74	simenon	italien	L2
post16398383	0.73	simenon	italien	L2
post16393945	0.79	simenon	italien	L2
post16394603	0.86	simenon	italien	L2
post16395357	0.73	nicduf	français	L1
post16395514	0.69	simenon	italien	L2
post16390614	0.74	simenon	italien	L2
post16391875	0.67	iuytr	french	L1
post16395122	0.76	Lly4n4	Français (France)	L1
post16395148	0.81	simenon	italien	L2
post16395158	0.82	simenon	italien	L2
post16390849	0.77	mariogn14	Espagnol-Honduras	L2
post16391355	0.75	tilt	French French	L1
post16392569	0.74	mariogn14	Espagnol-Honduras	L2
post16390441	0.81	simenon	italien	L2
post16390875	0.72	SergueiL	Français	L1
post16391127	0.7	simenon	italien	L2
post16391448	0.81	iuytr	french	L1
post16386445	0.72	Patitou's Friend	Polish	L2
post16381166	0.76	Chimel	Français	L1
post16381210	0.76	Logospreference-1	français	L1
post16390269	0.85	Chimel	Français	L1
post16388702	0.81	chinoisautodidacte	chinois	L2
post16388588	0.75	yerberi	Turkish	L2
post16388861	0.68	iuytr	french	L1
post16389120	0.73	olivier68	French Paris France	L1
post16381063	0.67	yerberi	Turkish	L2
post16387733	0.68	Logospreference-1	français	L1
post16387923	0.79	Logospreference-1	français	L1
post16385688	0.65	Maître Capello	French – Switzerland	L1
post16385903	0.68	Maître Capello	French – Switzerland	L1
post16387034	0.67	gelatine	French	L1
post16387295	0.67	Logospreference-1	français	L1
post16386399	0.71	OLN	French - France,  ♀	L1
post16382188	0.66	simenon	italien	L2
post16382294	0.69	Logospreference-1	français	L1
post16382398	0.8	iuytr	french	L1
post16383039	0.71	simenon	italien	L2
post16383099	0.72	Logospreference-1	français	L1
post16384551	0.8	iuytr	french	L1
post16385379	0.74	simenon	italien	L2
post15082280	0.79	Roméo31	français - France	L1
post15600430	0.7	pignon	Spanish Argentina	L2
post16382827	0.58	cabbagetyf	chinois	L2
post16383031	0.62	cabbagetyf	chinois	L2
post16380241	0.76	simenon	italien	L2
post16380565	0.72	iuytr	french	L1
post16381946	0.54	akouchino	Français - France	L1
post16382145	0.65	nicduf	français	L1
post16381633	0.77	simenon	italien	L2
post16381141	0.79	rayon J	coreen	L2
post16349195	0.79	saquiwej	Hongrois	L2
post16349286	0.64	janpol	France - français	L1
post16364135	0.81	saquiwej	Hongrois	L2
post16379418	0.75	simenon	italien	L2
post16379438	0.72	simenon	italien	L2
post16379930	0.75	Nanon	français (France)	L1
post8241079	0.67	quinoa	french	L1
post9377957	0.81	itka	français	L1
post16377878	0.74	yerberi	Turkish	L2
post16377516	0.71	annie21	chinese	L2
post16372027	0.69	chinoisautodidacte	chinois	L2
post16372142	0.73	Maître Capello	French – Switzerland	L1
post16375257	0.62	chinoisautodidacte	chinois	L2
post16375382	0.63	Reynald	Français - France	L1
post16377286	0.53	Reynald	Français - France	L1
post9164297	0.69	Sofitamor	Spanish - Spain and French - France	L1
post16371141	0.79	simenon	italien	L2
post16371468	0.69	nicduf	français	L1
post16371621	0.71	Logospreference-1	français	L1
post16371743	0.7	Maître Capello	French – Switzerland	L1
post16369386	0.81	simenon	italien	L2
post16369261	0.57	volo	français	L1
post16366806	0.76	simenon	italien	L2
post16366984	0.76	SergueiL	Français	L1
post16365370	0.78	simenon	italien	L2
post16362749	0.81	simenon	italien	L2
post16362910	0.74	SergueiL	Français	L1
post16364518	0.57	nicduf	français	L1
post16366452	0.73	Logospreference-1	français	L1
post16364618	0.73	SergueiL	Français	L1
post16364929	0.53	Michelvar	French from France	L1
post16362476	0.71	chinoisautodidacte	chinois	L2
post7981983	0.72	Aoyama	français Clodoaldien	L1
post7982170	0.83	Punky Zoé	France - français	L1
post7984494	0.74	nicduf	français	L1
post9002138	0.68	Maître Capello	French – Switzerland	L1
post16363192	0.67	busanaise	Korean - Korea	L2
post16362709	0.55	Logospreference-1	français	L1
post16362145	0.72	volo	français	L1
post16360079	0.8	Jesuisunebêche	English-UK	L2
post16355657	0.68	volo	français	L1
post16358756	0.68	Logospreference-1	français	L1
post16357202	0.77	yerberi	Turkish	L2
post16357346	0.78	simenon	italien	L2
post16356436	0.76	SergueiL	Français	L1
post16356660	0.75	SergueiL	Français	L1
post16355115	0.7	lifestyles	English	L2
post16350728	0.77	simenon	italien	L2
post16354868	0.8	simenon	italien	L2
post16355171	0.77	janpol	France - français	L1
post16354175	0.85	rayon J	coreen	L2
post16352142	0.77	SergueiL	Français	L1
post16353101	0.77	Logospreference-1	français	L1
post16352352	0.77	meliss	Ukrainian, Russian	L2
post16350873	0.57	Maître Capello	French – Switzerland	L1
post16350841	0.51	Maître Capello	French – Switzerland	L1
post1759084	0.61	Francois114	French - France	L1
post1768030	0.72	Francois114	French - France	L1
post2703673	0.62	Punky Zoé	France - français	L1
post2708676	0.73	Punky Zoé	France - français	L1
post2708737	0.73	FranParis	Français - France	L1
post2709687	0.75	itka	français	L1
post2710201	0.74	FranParis	Français - France	L1
post4320745	0.64	janpol	France - français	L1
post4323701	0.59	geostan	English Canada	L2
post7507797	0.68	Nanon	français (France)	L1
post7508797	0.78	Nanon	français (France)	L1
post8120597	0.61	CapnPrep	AmE	L2
post10970366	0.7	tilt	French French	L1
post15206349	0.65	Logospreference-1	français	L1
post15223958	0.54	Logospreference-1	français	L1
post15359348	0.72	Logospreference-1	français	L1
post15787554	0.75	KennyHun	Hungarian	L2
post15893008	0.63	Sept2.0	Russe	L2
post16348740	0.73	simenon	italien	L2
post16349576	0.68	Logospreference-1	français	L1
post16349672	0.76	SergueiL	Français	L1
post16350160	0.75	simenon	italien	L2
post16350297	0.73	nicduf	français	L1
post16349549	0.73	SergueiL	Français	L1
post10474298	0.69	féebleue	Romanian	L2
post10474568	0.61	féebleue	Romanian	L2
post13317862	0.85	Maître Capello	French – Switzerland	L1
post16347316	0.44	Maître Capello	French – Switzerland	L1
post16346198	0.69	simenon	italien	L2
post16346438	0.78	SergueiL	Français	L1
post16342859	0.81	simenon	italien	L2
post16345568	0.76	simenon	italien	L2
post16345244	0.76	Startinov	Arabe	L2
post16334972	0.83	busanaise	Korean - Korea	L2
post16335763	0.82	SergueiL	Français	L1
post16336160	0.82	SergueiL	Français	L1
post16343937	0.8	SergueiL	Français	L1
post15071141	0.75	Gemmenita	Azéri	L2
post15071421	0.72	Maître Capello	French – Switzerland	L1
post16342097	0.52	Maître Capello	French – Switzerland	L1
post16340101	0.77	chiarel	Italian	L2
post16315789	0.68	Logospreference-1	français	L1
post16339981	0.76	Logospreference-1	français	L1
post16341450	0.7	iuytr	french	L1
post16337881	0.8	simenon	italien	L2
post16338471	0.76	Logospreference-1	français	L1
post16338573	0.71	Nicomon	Français, Québec ♀	L1
post16337659	0.69	Logospreference-1	français	L1
post16335014	0.74	Roshanak	persan	L2
post16330294	0.7	Logospreference-1	français	L1
post16334758	0.84	busanaise	Korean - Korea	L2
post16334313	0.81	Roshanak	persan	L2
post16334328	0.77	Roshanak	persan	L2
post16332868	0.84	mww	Russian-Russia	L2
post16333081	0.7	Maître Capello	French – Switzerland	L1
post5100455	0.67	peter13	Canada, French	L1
post16331170	0.69	Roshanak	persan	L2
post16331540	0.79	busanaise	Korean - Korea	L2
post15962394	0.55	Logospreference-1	français	L1
post16328726	0.65	Logospreference-1	français	L1
post16323853	0.81	simenon	italien	L2
post16324675	0.78	simenon	italien	L2
post16326341	0.72	SergueiL	Français	L1
post16325524	0.72	tilt	French French	L1
post16386043	0.72	Katleya	Français - France	L1
post16276309	0.7	danielc	French-Canada	L1
post16325189	0.68	danielc	French-Canada	L1
post16322839	0.63	yerberi	Turkish	L2
post3143593	0.74	Anne345	France	L1
post8549710	0.75	Me-K	french	L1
post15369437	0.69	Roméo31	français - France	L1
post15645371	0.75	eden junior	Français	L1
post15645951	0.7	Maître Capello	French – Switzerland	L1
post16323244	0.8	eden junior	Français	L1
post16322431	0.75	busanaise	Korean - Korea	L2
post16321004	0.76	busanaise	Korean - Korea	L2
post16319292	0.78	simenon	italien	L2
post16320911	0.68	simenon	italien	L2
post16321333	0.72	SergueiL	Français	L1
post16319981	0.78	Madame Barberin	Español. Spain	L2
post16319562	0.81	marcello prevosto	italien	L2
post16319832	0.73	Nicomon	Français, Québec ♀	L1
post16318056	0.68	Roshanak	persan	L2
post16312958	0.78	SirDoritosDew	French – France	L1
post16313183	0.78	Logospreference-1	français	L1
post16313796	0.78	SirDoritosDew	French – France	L1
post16317198	0.82	OLN	French - France,  ♀	L1
post16313513	0.78	lucylinguist	English - England	L2
post16313537	0.66	Logospreference-1	français	L1
post16315046	0.69	Nanon	français (France)	L1
post16315686	0.67	Roshanak	persan	L2
post16316770	0.67	Logospreference-1	français	L1
post16316212	0.57	samiraa	arabe- Algérie	L2
post16313946	0.66	Roshanak	persan	L2
post16314136	0.66	Roshanak	persan	L2
post16314455	0.78	Logospreference-1	français	L1
post16314663	0.74	Roshanak	persan	L2
post16311946	0.76	yerberi	Turkish	L2
post16309853	0.73	Logospreference-1	français	L1
post16311274	0.69	Monicaallred	Portuguese - Brazil	L2
post16311299	0.72	Logospreference-1	français	L1
post16309279	0.76	simenon	italien	L2
post16309337	0.77	Mr Swann	French - France	L1
post16311281	0.72	Roshanak	persan	L2
post16309832	0.74	Mr Swann	French - France	L1
post16311367	0.73	iuytr	french	L1
post16272497	0.63	iuytr	french	L1
post16309609	0.76	gingischan	Hebrew	L2
post16308123	0.78	simenon	italien	L2
post16308885	0.76	simenon	italien	L2
post16302954	0.84	KennyHun	Hungarian	L2
post16309926	0.87	Philippides	Français - France	L1
post16302155	0.7	poulin001	français-québécois	L1
post16307842	0.76	simenon	italien	L2
post16309637	0.82	simenon	italien	L2
post16309334	0.72	simenon	italien	L2
post16307249	0.75	pontusveteris	Espagnol - Espagne	L2
post16308073	0.79	Logospreference-1	français	L1
post16298622	0.76	jalousies	coreen	L2
post16305944	0.7	MickaelV	French	L1
post16305995	0.75	simenon	italien	L2
post16301832	0.78	busanaise	Korean - Korea	L2
post16305892	0.72	MickaelV	French	L1
post16305261	0.72	agnelo	French	L1
post16305333	0.8	agnelo	French	L1
post16293623	0.79	Ibn Nacer	French - France	L1
post16305380	0.65	agnelo	French	L1
post16305304	0.56	agnelo	French	L1
post13596229	0.52	SAIP0	Latvian	L2
post16304995	0.5	Logospreference-1	français	L1
post16303037	0.79	pointvirgule	langue française	L1
post16302824	0.76	yungmee	French-France	L1
post16361680	0.61	Danny_T	Français - Canada	L1
post15496690	0.54	ladydee.dictionary	slovaque	L2
post16302002	0.65	Philippides	Français - France	L1
post16298290	0.58	KennyHun	Hungarian	L2
post16298571	0.74	iuytr	french	L1
post16297580	0.7	Patrick Allaert	Français	L1
post16297333	0.77	ishikawakun	russian	L2
post16292362	0.77	chinoisautodidacte	chinois	L2
post16293131	0.78	iuytr	french	L1
post16275002	0.77	danielc	French-Canada	L1
post16275507	0.79	Nicomon	Français, Québec ♀	L1
post16295310	0.65	danielc	French-Canada	L1
post16292647	0.72	Libre Penseur	english	L2
post16294598	0.74	Mr Swann	French - France	L1
post16292587	0.76	Jeki	Serbian	L2
post13774625	0.75	Logospreference-1	français	L1
post16286062	0.74	Gemmenita	Azéri	L2
